title,link,text,clean_text,word_count,topic
"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3603133/,"Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules","Effects of gravitational mechanical unloading in endothelial cells: association between caveolins, inflammation and adhesion molecules",11,2
n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6462350/,n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,n-3 Polyunsaturated fatty acids supplementation in peripheral artery disease: the OMEGA-PAD trial,9,3
Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4012541/,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,Molecular mechanisms underlying the enhanced functions of three-dimensional hepatocyte aggregates,8,2
Spaceflight alters expression of microRNA during T-cell activation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4653058/,Spaceflight alters expression of microRNA during T-cell activation,Spaceflight alters expression of microRNA during T-cell activation,6,2
Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6137544/,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,Spaceflight impairs antigen-specific tolerance induction in vivo and increases inflammatory cytokines.,9,2
"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2913424/,"From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.","From cellular mechanotransduction to biologically inspired engineering: 2009 Pritzker Award Lecture, BMES Annual Meeting October 10, 2009.",12,-1
Crewmember microbiome may influence microbial composition of ISS habitable surfaces,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190111/,Crewmember microbiome may influence microbial composition of ISS habitable surfaces,Crewmember microbiome may influence microbial composition of ISS habitable surfaces,9,0
Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,Sierra Nevada sweep: Metagenomic measurements of bioaerosols vertically distributed across the troposphere.,10,0
Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8444978/,Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,Draft Genome Sequences of Fungi Isolated from the International Space Station during the Microbial Tracking-2 Experiment,11,0
"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.","Microbial tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station.",10,0
Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight,12,2
Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response,10,2
Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,Increasing the number of unloading/reambulation cycles does not adversely impac body composition and lumbar bone mineral density but reduces tissue sensitivity,15,3
Bone shaft bending strength index is unaffected by exercise and unloading in mice,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,Bone shaft bending strength index is unaffected by exercise and unloading in mice,Bone shaft bending strength index is unaffected by exercise and unloading in mice,9,3
Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,Focal enhancement of the skeleton to exercise correlates to mesenchymal stem cell responsivity rather than peak external forces.,13,-1
"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,"Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.","Cytoskeletal configuration modulates mechanically induced changes in mesenchymal stem cell osteogenesis, morphology, and stiffness.",12,-1
Genetic and tissue level muscle-bone interactions during unloading and reambulation.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,Genetic and tissue level muscle-bone interactions during unloading and reambulation.,Genetic and tissue level muscle-bone interactions during unloading and reambulation.,7,3
Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,Osteocyte apoptosis caused by hindlimb unloading is required to trigger osteocyte RANKL production and subsequent resorption of cortical and trabecular bone in mice femurs.,17,3
Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation,12,-1
Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing.,8,0
Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,Contributions of spore secondary metabolites to UV-C protection and virulence vary in different Aspergillus fumigatus strains,12,0
Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,Regulation of hemocytes in Drosophila requires dappled cytochrome b5.,6,6
A novel phototropic response to red light is revealed in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,A novel phototropic response to red light is revealed in microgravity.,A novel phototropic response to red light is revealed in microgravity.,7,1
Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,Plant cell proliferation and growth are altered by microgravity conditions in spaceflight.,8,1
Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,Phototropism of Arabidopsis thaliana in microgravity and fractional gravity on the International Space Station.,9,1
Light and gravity signals synergize in modulating plant development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,Light and gravity signals synergize in modulating plant development,Light and gravity signals synergize in modulating plant development,7,1
A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity.,9,1
Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight,11,1
RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6889863/,RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,RNAseq analysis of the response of Arabidopsis thaliana to fractional gravity under blue-light stimulation during spaceflight,10,1
Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development,8,1
The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,The importance of Earth reference controls in spaceflight-omics research: Characterization of nucleolin mutants from the Seedling Growth experiments,12,1
Conducting plant experiments in space and on the Moon,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764921/,Conducting plant experiments in space and on the Moon,Conducting plant experiments in space and on the Moon,5,1
Red light enhances plant adaptation to spaceflight and Mars g-levels.,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9605285/,Red light enhances plant adaptation to spaceflight and Mars g-levels.,Red light enhances plant adaptation to spaceflight and Mars g-levels.,8,1
